pcketID,srcIP,dstIP,srcPort,dstPort,ethSrc,ethDst,proto,startTime,endTime,hash1,hash2,totalAppPktCount,totalAppFrameLen,minAppPktLen,maxAppPktLen,Label
38723,192.168.1.240,207.171.178.6,45094,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:38,9/22/2016 20:38,-727402352,-1189334812,2,96,48,48,Amazon Echo
38794,192.168.1.240,67.18.187.111,34999,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:38,9/22/2016 20:38,-1795707991,1151424241,2,96,48,48,Amazon Echo
39711,192.168.1.240,8.8.8.8,46831,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:40,9/22/2016 20:40,-174965088,2113597736,4,176,33,61,Amazon Echo
39720,192.168.1.240,8.8.8.8,34881,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:40,9/22/2016 20:40,1578772388,1701182512,4,176,33,61,Amazon Echo
39731,192.168.1.240,8.8.8.8,43047,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:40,9/22/2016 20:40,-756472636,-880920144,4,176,33,61,Amazon Echo
41750,192.168.1.240,192.168.1.1,54099,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:45,9/22/2016 20:45,-943297948,179720629,2,279,33,246,Amazon Echo
41787,192.168.1.240,8.8.8.8,51537,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:45,9/22/2016 20:45,-1338230897,-1010298673,4,176,33,61,Amazon Echo
41795,192.168.1.240,8.8.8.8,36235,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:45,9/22/2016 20:45,-183405929,-2079673705,4,176,33,61,Amazon Echo
41809,192.168.1.240,8.8.8.8,47003,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:45,9/22/2016 20:45,-1486518208,-156326112,4,176,33,61,Amazon Echo
43591,192.168.1.240,50.116.52.97,55955,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:50,9/22/2016 20:50,924695243,423891507,2,96,48,48,Amazon Echo
43750,192.168.1.240,8.8.8.8,49932,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:50,9/22/2016 20:50,110442879,1671280600,4,176,33,61,Amazon Echo
43759,192.168.1.240,8.8.8.8,58436,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:50,9/22/2016 20:50,620653660,1168677205,4,176,33,61,Amazon Echo
43769,192.168.1.240,8.8.8.8,54573,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:50,9/22/2016 20:50,-1556425768,1264488777,4,176,33,61,Amazon Echo
44343,192.168.1.240,192.168.1.1,32770,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:52,9/22/2016 20:52,918326900,1041817362,2,330,46,284,Amazon Echo
44371,192.168.1.240,8.8.8.8,55771,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:52,9/22/2016 20:52,-2068354861,-1820766756,2,108,46,62,Amazon Echo
45615,192.168.1.240,8.8.8.8,35005,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:55,9/22/2016 20:55,290976885,957351615,4,176,33,61,Amazon Echo
45623,192.168.1.240,8.8.8.8,33026,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:55,9/22/2016 20:55,-1815761780,1342706806,4,176,33,61,Amazon Echo
45633,192.168.1.240,8.8.8.8,42412,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 20:55,9/22/2016 20:55,957162167,-1562584019,4,176,33,61,Amazon Echo
47553,192.168.1.240,8.8.8.8,52698,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:00,9/22/2016 21:00,-431820440,-1149857051,4,176,33,61,Amazon Echo
47563,192.168.1.240,8.8.8.8,38728,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:00,9/22/2016 21:00,1251201376,1437194919,4,176,33,61,Amazon Echo
47574,192.168.1.240,8.8.8.8,40294,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:00,9/22/2016 21:00,1355144597,1155751240,4,176,33,61,Amazon Echo
49299,192.168.1.240,96.126.105.86,43319,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:04,9/22/2016 21:04,-1706109216,428280329,2,96,48,48,Amazon Echo
49721,192.168.1.240,8.8.8.8,37665,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:05,9/22/2016 21:05,1749361423,1714969893,4,176,33,61,Amazon Echo
49729,192.168.1.240,8.8.8.8,53321,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:05,9/22/2016 21:05,-1808687638,2047038368,4,176,33,61,Amazon Echo
49742,192.168.1.240,8.8.8.8,59185,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:05,9/22/2016 21:05,-756211472,450184166,4,176,33,61,Amazon Echo
50644,192.168.1.240,192.168.1.1,36393,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:07,9/22/2016 21:07,849438783,-774185134,2,330,46,284,Amazon Echo
51937,192.168.1.240,8.8.8.8,39442,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:10,9/22/2016 21:10,-1826738080,1508857884,4,176,33,61,Amazon Echo
51946,192.168.1.240,8.8.8.8,49498,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:10,9/22/2016 21:10,770931826,1202473994,4,176,33,61,Amazon Echo
51958,192.168.1.240,8.8.8.8,47267,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:10,9/22/2016 21:10,1757305680,655466460,4,176,33,61,Amazon Echo
52067,192.168.1.240,204.9.54.119,36966,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:10,9/22/2016 21:10,-1411069561,50534615,2,96,48,48,Amazon Echo
53524,192.168.1.240,72.21.192.213,37039,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:14,9/22/2016 21:14,1710002628,518638053,2,96,48,48,Amazon Echo
53890,192.168.1.240,8.8.8.8,39702,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:15,9/22/2016 21:15,2144049681,-2111924510,4,176,33,61,Amazon Echo
53898,192.168.1.240,8.8.8.8,36016,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:15,9/22/2016 21:15,543313762,-167530073,4,176,33,61,Amazon Echo
53909,192.168.1.240,8.8.8.8,46912,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:15,9/22/2016 21:15,551929928,-1099742643,4,176,33,61,Amazon Echo
54857,192.168.1.240,45.56.105.98,58307,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:18,9/22/2016 21:18,1432121608,862396965,2,96,48,48,Amazon Echo
55712,192.168.1.240,8.8.8.8,38546,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:20,9/22/2016 21:20,848609086,-199129489,4,176,33,61,Amazon Echo
55723,192.168.1.240,8.8.8.8,34727,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:20,9/22/2016 21:20,-601641633,-1673895890,4,176,33,61,Amazon Echo
55735,192.168.1.240,8.8.8.8,46072,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:20,9/22/2016 21:20,-499534487,1255360026,4,176,33,61,Amazon Echo
56497,192.168.1.240,192.168.1.1,49553,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:22,9/22/2016 21:22,1413193669,-97070799,2,330,46,284,Amazon Echo
56600,192.168.1.240,198.55.111.5,45952,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:22,9/22/2016 21:22,1389757699,1998790998,2,96,48,48,Amazon Echo
57592,192.168.1.240,8.8.8.8,47525,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:25,9/22/2016 21:25,2081624727,2058213835,4,176,33,61,Amazon Echo
57600,192.168.1.240,8.8.8.8,60791,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:25,9/22/2016 21:25,1352879351,517425539,4,176,33,61,Amazon Echo
57613,192.168.1.240,8.8.8.8,49227,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:25,9/22/2016 21:25,-1416217854,575126318,4,176,33,61,Amazon Echo
57770,192.168.1.240,207.171.178.6,40518,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:25,9/22/2016 21:26,-1953357746,-2030985384,2,96,48,48,Amazon Echo
57771,192.168.1.240,131.107.13.100,57584,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:25,9/22/2016 21:26,1220684253,-310498255,2,96,48,48,Amazon Echo
59650,192.168.1.240,8.8.8.8,58334,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:30,9/22/2016 21:30,620752767,2108144483,4,176,33,61,Amazon Echo
59663,192.168.1.240,8.8.8.8,57270,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:30,9/22/2016 21:30,-1012579803,-2102797543,4,176,33,61,Amazon Echo
59674,192.168.1.240,8.8.8.8,54105,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:30,9/22/2016 21:30,-1321530153,-1716394581,4,176,33,61,Amazon Echo
59842,192.168.1.240,173.71.69.90,56257,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:30,9/22/2016 21:30,-222126814,2025081286,2,96,48,48,Amazon Echo
61548,192.168.1.240,8.8.8.8,54433,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:35,9/22/2016 21:35,-1232180637,35754898,4,176,33,61,Amazon Echo
61557,192.168.1.240,8.8.8.8,49942,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:35,9/22/2016 21:35,-1818261306,-324601835,4,176,33,61,Amazon Echo
61568,192.168.1.240,8.8.8.8,54244,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:35,9/22/2016 21:35,-1645919735,-666485158,4,176,33,61,Amazon Echo
62332,192.168.1.240,208.53.158.34,52380,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:37,9/22/2016 21:37,301279635,-46945808,2,96,48,48,Amazon Echo
62377,192.168.1.240,72.21.192.213,36206,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:37,9/22/2016 21:37,-1492563379,936677193,2,96,48,48,Amazon Echo
62409,192.168.1.240,192.168.1.1,42629,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:37,9/22/2016 21:37,2117066040,-217295274,2,330,46,284,Amazon Echo
63911,192.168.1.240,8.8.8.8,34416,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:40,9/22/2016 21:40,-1965800356,174415479,4,176,33,61,Amazon Echo
63919,192.168.1.240,8.8.8.8,35601,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:40,9/22/2016 21:40,291188023,-130032964,4,176,33,61,Amazon Echo
63931,192.168.1.240,8.8.8.8,60377,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:40,9/22/2016 21:40,-503073789,546213632,4,176,33,61,Amazon Echo
64502,192.168.1.240,67.18.187.111,56095,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:41,9/22/2016 21:41,-99434628,1115189354,2,96,48,48,Amazon Echo
65900,192.168.1.240,8.8.8.8,42276,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:45,9/22/2016 21:45,554724379,-1457037243,4,176,33,61,Amazon Echo
65908,192.168.1.240,8.8.8.8,41184,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:45,9/22/2016 21:45,-682732200,2027106530,4,176,33,61,Amazon Echo
65918,192.168.1.240,8.8.8.8,53967,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:45,9/22/2016 21:45,-1484053854,1293866476,4,176,33,61,Amazon Echo
67246,192.168.1.240,207.171.178.6,35653,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:49,9/22/2016 21:49,-363514478,-1743187802,2,96,48,48,Amazon Echo
67766,192.168.1.240,8.8.8.8,51980,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:50,-683628325,1625454693,4,176,33,61,Amazon Echo
67775,192.168.1.240,8.8.8.8,34586,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:50,1578659006,88054378,4,176,33,61,Amazon Echo
67786,192.168.1.240,8.8.8.8,37337,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:50,-695231567,1834314435,4,176,33,61,Amazon Echo
67913,192.168.1.240,8.8.8.8,41513,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:50,-2063844024,861564602,2,92,38,54,Amazon Echo
68020,192.168.1.240,8.8.8.8,57681,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:51,1419316203,-324558601,4,176,33,61,Amazon Echo
68028,192.168.1.240,8.8.8.8,38706,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:51,524395792,1597175400,4,176,33,61,Amazon Echo
68040,192.168.1.240,8.8.8.8,55105,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:51,298119388,-548306792,4,176,33,61,Amazon Echo
68062,192.168.1.240,129.250.35.250,54160,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:50,9/22/2016 21:51,-933496876,1339315683,2,96,48,48,Amazon Echo
68578,192.168.1.240,192.168.1.1,50142,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:52,9/22/2016 21:52,-74884911,1752973556,2,330,46,284,Amazon Echo
68745,192.168.1.240,192.168.1.1,48922,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:52,9/22/2016 21:52,1725077610,990232148,2,279,33,246,Amazon Echo
70250,192.168.1.240,8.8.8.8,45642,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:55,9/22/2016 21:56,-25291313,1060276970,4,176,33,61,Amazon Echo
70263,192.168.1.240,8.8.8.8,50527,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:55,9/22/2016 21:56,-189107793,1749992660,4,176,33,61,Amazon Echo
70274,192.168.1.240,8.8.8.8,36147,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 21:55,9/22/2016 21:56,856333425,-2117121838,4,176,33,61,Amazon Echo
72148,192.168.1.240,8.8.8.8,35772,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:00,9/22/2016 22:01,-2075044466,-499351547,4,176,33,61,Amazon Echo
72158,192.168.1.240,8.8.8.8,49787,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:00,9/22/2016 22:01,-755234517,-1642351892,4,176,33,61,Amazon Echo
72169,192.168.1.240,8.8.8.8,41350,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:00,9/22/2016 22:01,-1739485903,-1008893220,4,176,33,61,Amazon Echo
72203,192.168.1.240,72.21.192.213,52326,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:01,9/22/2016 22:01,-343586542,-925956247,2,96,48,48,Amazon Echo
73940,192.168.1.240,8.8.8.8,40668,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:05,9/22/2016 22:06,136187142,-173105484,4,176,33,61,Amazon Echo
73950,192.168.1.240,8.8.8.8,34541,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:05,9/22/2016 22:06,-1652778395,-1443890121,4,176,33,61,Amazon Echo
73961,192.168.1.240,8.8.8.8,47044,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:05,9/22/2016 22:06,-1810800359,-1189830225,4,176,33,61,Amazon Echo
74539,192.168.1.240,192.168.1.1,32872,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:07,9/22/2016 22:07,918286599,319190490,2,330,46,284,Amazon Echo
75864,192.168.1.240,8.8.8.8,45841,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:10,9/22/2016 22:11,-24791468,-519966332,4,176,33,61,Amazon Echo
75873,192.168.1.240,8.8.8.8,38686,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:10,9/22/2016 22:11,1912167433,1442634827,4,176,33,61,Amazon Echo
75889,192.168.1.240,8.8.8.8,36724,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:10,9/22/2016 22:11,454025494,326839226,4,176,33,61,Amazon Echo
77692,192.168.1.240,8.8.8.8,51922,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:15,9/22/2016 22:16,1430965499,-771399958,4,176,33,61,Amazon Echo
77701,192.168.1.240,8.8.8.8,55507,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:15,9/22/2016 22:16,297982294,663448303,4,176,33,61,Amazon Echo
77712,192.168.1.240,8.8.8.8,48766,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:15,9/22/2016 22:16,1583352389,2107052106,4,176,33,61,Amazon Echo
79672,192.168.1.240,8.8.8.8,34454,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:20,9/22/2016 22:21,2004883950,-262315127,4,176,33,61,Amazon Echo
79680,192.168.1.240,8.8.8.8,33975,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:20,9/22/2016 22:21,35036153,1896328662,4,176,33,61,Amazon Echo
79691,192.168.1.240,8.8.8.8,59652,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:20,9/22/2016 22:21,-293787265,-1319897952,4,176,33,61,Amazon Echo
80313,192.168.1.240,192.168.1.1,58580,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:22,9/22/2016 22:22,1061075679,539145791,2,330,46,284,Amazon Echo
80334,192.168.1.240,8.8.8.8,53923,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:22,9/22/2016 22:22,-1808330446,649494802,2,108,46,62,Amazon Echo
81737,192.168.1.240,8.8.8.8,35565,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:25,9/22/2016 22:26,693657272,-1727300273,4,176,33,61,Amazon Echo
81747,192.168.1.240,8.8.8.8,56692,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:25,9/22/2016 22:26,-837596082,-322765431,4,176,33,61,Amazon Echo
81760,192.168.1.240,8.8.8.8,58637,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:25,9/22/2016 22:26,620587101,692028314,4,176,33,61,Amazon Echo
83549,192.168.1.240,8.8.8.8,35598,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:30,9/22/2016 22:31,429546912,2100153982,4,176,33,61,Amazon Echo
83559,192.168.1.240,8.8.8.8,33508,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:30,9/22/2016 22:31,-1088791493,-1180232453,4,176,33,61,Amazon Echo
83570,192.168.1.240,8.8.8.8,38409,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:30,9/22/2016 22:31,524306484,-1604909486,4,176,33,61,Amazon Echo
85447,192.168.1.240,8.8.8.8,38465,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:35,9/22/2016 22:36,1575364838,-1823224825,4,176,33,61,Amazon Echo
85456,192.168.1.240,8.8.8.8,51543,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:35,9/22/2016 22:36,1028027866,-1558302291,4,176,33,61,Amazon Echo
85467,192.168.1.240,8.8.8.8,48752,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:35,9/22/2016 22:36,219293860,-1884123533,4,176,33,61,Amazon Echo
85956,192.168.1.240,192.168.1.1,45003,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:37,9/22/2016 22:37,1492901813,783237797,2,330,46,284,Amazon Echo
87413,192.168.1.240,8.8.8.8,60829,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:40,9/22/2016 22:41,-189981041,-2019857822,4,176,33,61,Amazon Echo
87423,192.168.1.240,8.8.8.8,37569,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:40,9/22/2016 22:41,1749338546,1212626623,4,176,33,61,Amazon Echo
87433,192.168.1.240,8.8.8.8,37760,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:40,9/22/2016 22:41,1749398443,329099496,4,176,33,61,Amazon Echo
89413,192.168.1.240,8.8.8.8,41330,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:45,9/22/2016 22:46,-1336976369,-1722770807,4,176,33,61,Amazon Echo
89422,192.168.1.240,8.8.8.8,35812,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:45,9/22/2016 22:46,1817455647,322339717,4,176,33,61,Amazon Echo
89433,192.168.1.240,8.8.8.8,41163,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:45,9/22/2016 22:46,1756143775,-777924959,4,176,33,61,Amazon Echo
90003,192.168.1.240,207.171.178.6,59454,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:47,9/22/2016 22:47,-1463551341,-424440782,2,96,48,48,Amazon Echo
91380,192.168.1.240,8.8.8.8,58916,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:50,9/22/2016 22:51,-105680515,-80013237,4,176,33,61,Amazon Echo
91392,192.168.1.240,8.8.8.8,40863,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:50,9/22/2016 22:51,136678275,-743155931,4,176,33,61,Amazon Echo
91403,192.168.1.240,8.8.8.8,43133,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:50,9/22/2016 22:51,-281241596,673700268,4,176,33,61,Amazon Echo
91980,192.168.1.240,192.168.1.1,48579,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:52,9/22/2016 22:52,523583286,150115611,2,330,46,284,Amazon Echo
92854,192.168.1.240,8.8.8.8,45604,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:54,9/22/2016 22:54,298991925,-1534425174,2,92,38,54,Amazon Echo
92950,192.168.1.240,8.8.8.8,47583,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:54,9/22/2016 22:54,1420603403,1574687820,4,176,33,61,Amazon Echo
92958,192.168.1.240,8.8.8.8,58484,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:54,9/22/2016 22:54,1918934343,-342897130,4,176,33,61,Amazon Echo
92968,192.168.1.240,8.8.8.8,33061,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:54,9/22/2016 22:54,-1491486151,-642386802,4,176,33,61,Amazon Echo
94925,192.168.1.240,8.8.8.8,39349,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:59,9/22/2016 22:59,-1826766516,650342256,4,176,33,61,Amazon Echo
94933,192.168.1.240,8.8.8.8,48750,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:59,9/22/2016 22:59,219291810,978773718,4,176,33,61,Amazon Echo
94945,192.168.1.240,8.8.8.8,44721,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 22:59,9/22/2016 22:59,-593769122,421127705,4,176,33,61,Amazon Echo
95137,192.168.1.240,50.116.52.97,41061,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:00,9/22/2016 23:00,-404516830,-2041268690,2,96,48,48,Amazon Echo
96853,192.168.1.240,8.8.8.8,46115,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:04,9/22/2016 23:04,551636997,-179698943,4,176,33,61,Amazon Echo
96862,192.168.1.240,8.8.8.8,54452,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:04,9/22/2016 23:04,2011714158,1593048314,4,176,33,61,Amazon Echo
96872,192.168.1.240,8.8.8.8,55001,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:04,9/22/2016 23:04,298087927,-76961358,4,176,33,61,Amazon Echo
96920,192.168.1.240,192.168.1.1,48679,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:04,9/22/2016 23:05,523758487,832394217,2,279,33,246,Amazon Echo
97876,192.168.1.240,192.168.1.1,54542,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:07,9/22/2016 23:07,-1129072031,1338471055,2,330,46,284,Amazon Echo
98868,192.168.1.240,8.8.8.8,37964,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:09,9/22/2016 23:09,1749474801,-448602932,4,176,33,61,Amazon Echo
98877,192.168.1.240,8.8.8.8,55312,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:09,9/22/2016 23:09,1824245554,-919392733,4,176,33,61,Amazon Echo
98887,192.168.1.240,8.8.8.8,56688,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:09,9/22/2016 23:09,-200325713,-2032694491,4,176,33,61,Amazon Echo
99636,192.168.1.240,204.9.54.119,49478,123,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:11,9/22/2016 23:11,-1518235935,-750525142,2,96,48,48,Amazon Echo
100844,192.168.1.240,8.8.8.8,33825,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:14,9/22/2016 23:14,-1815475247,-1875700394,4,176,33,61,Amazon Echo
100854,192.168.1.240,8.8.8.8,38780,53,44:65:0d:56:cc:d3,14:cc:20:51:33:ea,17,9/22/2016 23:14,9/22/2016 23:14,1912207590,1261317175,4,176,33,61,Amazon Echo
